file|string|en|es|zh|es_php|zh_php
local_iomad_track|privacy:metadata:local_iomad_track_certs:id|Local IOMAD track certificate record ID|ID del registro del certificado de seguimiento de IOMAD local|本地IOMAD轨道证书记录ID|$string['privacy:metadata:local_iomad_track_certs:id'] = 'ID del registro del certificado de seguimiento de IOMAD local';|$string['privacy:metadata:local_iomad_track_certs:id'] = '本地IOMAD轨道证书记录ID';
local_iomad_track|privacy:metadata:local_iomad_track_certs:trackid|Certificate track ID|ID de seguimiento del certificado|证书跟踪 ID|$string['privacy:metadata:local_iomad_track_certs:trackid'] = 'ID de seguimiento del certificado';|$string['privacy:metadata:local_iomad_track_certs:trackid'] = '证书跟踪 ID';
local_iomad_track|savecertificatetask|Adhoc task to store a certificate for a user on course completion|Tarea ad hoc para almacenar un certificado para un usuario al finalizar el curso.|临时任务：在用户完成课程后存储其证书|$string['savecertificatetask'] = 'Tarea ad hoc para almacenar un certificado para un usuario al finalizar el curso.';|$string['savecertificatetask'] = '临时任务：在用户完成课程后存储其证书';
local_iomad_track|sendcompletionemailtask|Send course completion email ad-hoc task|Enviar correo electrónico de finalización del curso (tarea ad hoc)|发送课程完成邮件（临时任务）|$string['sendcompletionemailtask'] = 'Enviar correo electrónico de finalización del curso (tarea ad hoc)';|$string['sendcompletionemailtask'] = '发送课程完成邮件（临时任务）';
local_iomad_track|uploadcompletionresult|Upload completion file result|Resultado del archivo de carga completada|文件上传完成结果|$string['uploadcompletionresult'] = 'Resultado del archivo de carga completada';|$string['uploadcompletionresult'] = '文件上传完成结果';
local_report_attendance|attendance|Attendees|Asistentes|与会者|$string['attendance'] = 'Asistentes';|$string['attendance'] = '与会者';
local_report_attendance|downloadcsv|Download as CSV file|Descargar como archivo CSV|下载为 CSV 文件|$string['downloadcsv'] = 'Descargar como archivo CSV';|$string['downloadcsv'] = '下载为 CSV 文件';
local_report_attendance|event|Training event -|Evento de capacitación -|培训活动 -|$string['event'] = 'Evento de capacitación -';|$string['event'] = '培训活动 -';
local_report_attendance|iomad_attendance:view|IOMAD attendance report|Informe de asistencia a IOMAD|IOMAD出席报告|$string['iomad_attendance:view'] = 'Informe de asistencia a IOMAD';|$string['iomad_attendance:view'] = 'IOMAD出席报告';
local_report_attendance|nocourses|<h2>There are no training events</h2> \n <p>There are no training event activities set up in any of your courses.</p>|<h2>No hay eventos de capacitación</h2> \n <p>No hay actividades de eventos de capacitación configuradas en ninguno de sus cursos.</p>|<h2>没有培训活动</h2> \n <p>您的所有课程中均未设置任何培训活动。</p>|$string['nocourses'] = '<h2>No hay eventos de capacitación</h2> \n <p>No hay actividades de eventos de capacitación configuradas en ninguno de sus cursos.</p>';|$string['nocourses'] = '<h2>没有培训活动</h2> \n <p>您的所有课程中均未设置任何培训活动。</p>';
local_report_attendance|pluginname|Attendance report by course|Informe de asistencia por curso|课程出勤报告|$string['pluginname'] = 'Informe de asistencia por curso';|$string['pluginname'] = '课程出勤报告';
local_report_attendance|privacy:metadata|The Local IOMAD attendance report only shows data stored in other locations.|El informe de asistencia local de IOMAD solo muestra datos almacenados en otras ubicaciones.|本地 IOMAD 出勤报告仅显示存储在其他位置的数据。|$string['privacy:metadata'] = 'El informe de asistencia local de IOMAD solo muestra datos almacenados en otras ubicaciones.';|$string['privacy:metadata'] = '本地 IOMAD 出勤报告仅显示存储在其他位置的数据。';
local_report_attendance|repcourseattendance|Attendance report by course|Informe de asistencia por curso|课程出勤报告|$string['repcourseattendance'] = 'Informe de asistencia por curso';|$string['repcourseattendance'] = '课程出勤报告';
local_report_attendance|report_attendance:view|View course IOMAD attendance report|Ver el informe de asistencia al curso IOMAD|查看IOMAD课程出勤报告|$string['report_attendance:view'] = 'Ver el informe de asistencia al curso IOMAD';|$string['report_attendance:view'] = '查看IOMAD课程出勤报告';
local_report_companies|childcompany|This is a child company. Parent is '{$a}'|Esta es una empresa filial. La empresa matriz es '{$a}'.|这是一家子公司。母公司是“{$a}”。|$string['childcompany'] = 'Esta es una empresa filial. La empresa matriz es '{$a}'.';|$string['childcompany'] = '这是一家子公司。母公司是“{$a}”。';
local_report_companies|companies|Companies|Empresas|公司|$string['companies'] = 'Empresas';|$string['companies'] = '公司';
local_report_companies|completed|Completed|Terminado|完全的|$string['completed'] = 'Terminado';|$string['completed'] = '完全的';
local_report_companies|completionreportlink|Completion information|Información de finalización|完成信息|$string['completionreportlink'] = 'Información de finalización';|$string['completionreportlink'] = '完成信息';
local_report_companies|course|Course|Curso|课程|$string['course'] = 'Curso';|$string['course'] = '课程';
local_report_companies|coursemanagers|Company managers|gerentes de la empresa|公司经理|$string['coursemanagers'] = 'gerentes de la empresa';|$string['coursemanagers'] = '公司经理';
local_report_companies|courses|Company courses|Cursos de empresa|公司课程|$string['courses'] = 'Cursos de empresa';|$string['courses'] = '公司课程';
local_report_companies|courseusers|Company users|Usuarios de la empresa|公司用户|$string['courseusers'] = 'Usuarios de la empresa';|$string['courseusers'] = '公司用户';
local_report_companies|departmentmanagers|Department managers|gerentes de departamento|部门经理|$string['departmentmanagers'] = 'gerentes de departamento';|$string['departmentmanagers'] = '部门经理';
local_report_companies|iomad_companies:view|IOMAD companies report|Informes de las empresas de IOMAD|IOMAD公司报告|$string['iomad_companies:view'] = 'Informes de las empresas de IOMAD';|$string['iomad_companies:view'] = 'IOMAD公司报告';
local_report_companies|nocourses|No courses specified for this company|No se especifican cursos para esta empresa.|该公司未指定任何课程|$string['nocourses'] = 'No se especifican cursos para esta empresa.';|$string['nocourses'] = '该公司未指定任何课程';
local_report_companies|nomanagers|No managers specified for this company|No se han especificado gerentes para esta empresa.|这家公司没有指定经理。|$string['nomanagers'] = 'No se han especificado gerentes para esta empresa.';|$string['nomanagers'] = '这家公司没有指定经理。';
local_report_companies|notheme|No theme is defined|No se ha definido ningún tema.|未定义主题|$string['notheme'] = 'No se ha definido ningún tema.';|$string['notheme'] = '未定义主题';
local_report_companies|nousers|No users specified for this company|No se han especificado usuarios para esta empresa.|该公司未指定用户|$string['nousers'] = 'No se han especificado usuarios para esta empresa.';|$string['nousers'] = '该公司未指定用户';
local_report_companies|overview|Overview|Descripción general|概述|$string['overview'] = 'Descripción general';|$string['overview'] = '概述';
local_report_companies|pluginname|IOMAD company overview report|Informe general de la empresa IOMAD|IOMAD公司概况报告|$string['pluginname'] = 'Informe general de la empresa IOMAD';|$string['pluginname'] = 'IOMAD公司概况报告';
local_report_companies|privacy:metadata|The Local IOMAD company overview report only shows data stored in other locations.|El informe general de la empresa IOMAD local solo muestra los datos almacenados en otras ubicaciones.|本地IOMAD公司概览报告仅显示存储在其他位置的数据。|$string['privacy:metadata'] = 'El informe general de la empresa IOMAD local solo muestra los datos almacenados en otras ubicaciones.';|$string['privacy:metadata'] = '本地IOMAD公司概览报告仅显示存储在其他位置的数据。';
local_report_companies|report_companies:view|View companies report|Ver informe de las empresas|查看公司报告|$string['report_companies:view'] = 'Ver informe de las empresas';|$string['report_companies:view'] = '查看公司报告';
local_report_companies|themedetails|Theme details:|Detalles del tema:|主题详情：|$string['themedetails'] = 'Detalles del tema:';|$string['themedetails'] = '主题详情：';
local_report_companies|themeinfo|Company theme|Tema de la empresa|公司主题|$string['themeinfo'] = 'Tema de la empresa';|$string['themeinfo'] = '公司主题';
local_report_companies|totalcoursecount|Total number of courses: {$a}|Número total de cursos: {$a}|课程总数：{$a}|$string['totalcoursecount'] = 'Número total de cursos: {$a}';|$string['totalcoursecount'] = '课程总数：{$a}';
local_report_companies|totalusercount|Total number of users: {$a}|Número total de usuarios: {$a}|用户总数：{$a}|$string['totalusercount'] = 'Número total de usuarios: {$a}';|$string['totalusercount'] = '用户总数：{$a}';
local_report_completion|allusers|Show all users|Mostrar todos los usuarios|显示所有用户|$string['allusers'] = 'Mostrar todos los usuarios';|$string['allusers'] = '显示所有用户';
local_report_completion|beginningoftime|Beginning of time|Comienzo de los tiempos|时间的开始|$string['beginningoftime'] = 'Comienzo de los tiempos';|$string['beginningoftime'] = '时间的开始';
local_report_completion|cchart|Chart|Cuadro|图表|$string['cchart'] = 'Cuadro';|$string['cchart'] = '图表';
local_report_completion|certificate|Certificate|Certificado|证书|$string['certificate'] = 'Certificado';|$string['certificate'] = '证书';
local_report_completion|companies|Companies|Empresas|公司|$string['companies'] = 'Empresas';|$string['companies'] = '公司';
local_report_completion|compfrom|Start date|Fecha de inicio|开始日期|$string['compfrom'] = 'Fecha de inicio';|$string['compfrom'] = '开始日期';
local_report_completion|completed|Completed|Terminado|完全的|$string['completed'] = 'Terminado';|$string['completed'] = '完全的';
local_report_completion|completedusers|Completed|Terminado|完全的|$string['completedusers'] = 'Terminado';|$string['completedusers'] = '完全的';
local_report_completion|completion_course_title|Completion report for {$a}|Informe de finalización para {$a}|{$a} 的完成报告|$string['completion_course_title'] = 'Informe de finalización para {$a}';|$string['completion_course_title'] = '{$a} 的完成报告';
local_report_completion|completiondate|Completion date|Fecha de finalización|完成日期|$string['completiondate'] = 'Fecha de finalización';|$string['completiondate'] = '完成日期';
local_report_completion|completionenabled|Completion enabled|Finalización habilitada|已启用完成|$string['completionenabled'] = 'Finalización habilitada';|$string['completionenabled'] = '已启用完成';
local_report_completion|completionfrom|Completion start date|Fecha de inicio de finalización|竣工开始日期|$string['completionfrom'] = 'Fecha de inicio de finalización';|$string['completionfrom'] = '竣工开始日期';
local_report_completion|completionisenabled|Yes|Sí|是的|$string['completionisenabled'] = 'Sí';|$string['completionisenabled'] = '是的';
local_report_completion|completionnotenabled|Completion tracking is not enabled for this course (no report data available)|El seguimiento de la finalización no está habilitado para este curso (no hay datos de informe disponibles).|本课程未启用完成情况跟踪功能（无报告数据可用）。|$string['completionnotenabled'] = 'El seguimiento de la finalización no está habilitado para este curso (no hay datos de informe disponibles).';|$string['completionnotenabled'] = '本课程未启用完成情况跟踪功能（无报告数据可用）。';
local_report_completion|completionto|Completion end date|Fecha de finalización|完成截止日期|$string['completionto'] = 'Fecha de finalización';|$string['completionto'] = '完成截止日期';
local_report_completion|compto|End date|Fecha de finalización|结束日期|$string['compto'] = 'Fecha de finalización';|$string['compto'] = '结束日期';
local_report_completion|course|Course|Curso|课程|$string['course'] = 'Curso';|$string['course'] = '课程';
local_report_completion|course_options|Course options|Opciones de cursos|课程选项|$string['course_options'] = 'Opciones de cursos';|$string['course_options'] = '课程选项';
local_report_completion|coursechart|Draw overview chart for course|Dibujar un cuadro general del curso|绘制课程概览图|$string['coursechart'] = 'Dibujar un cuadro general del curso';|$string['coursechart'] = '绘制课程概览图';
local_report_completion|coursename|Course name|Nombre del curso|课程名称|$string['coursename'] = 'Nombre del curso';|$string['coursename'] = '课程名称';
local_report_completion|coursesummary|Course Overview - From beginning of time|Descripción general del curso - Desde el principio de los tiempos|课程概述 - 从远古时代开始|$string['coursesummary'] = 'Descripción general del curso - Desde el principio de los tiempos';|$string['coursesummary'] = '课程概述 - 从远古时代开始';
local_report_completion|coursesummarywithdate|Course Overview - From {$a->from} to {$a->to}|Descripción general del curso: De {$a->from} a {$a->to}|课程概述 - 从 {$a->from} 到 {$a->to}|$string['coursesummarywithdate'] = 'Descripción general del curso: De {$a->from} a {$a->to}';|$string['coursesummarywithdate'] = '课程概述 - 从 {$a->from} 到 {$a->to}';
local_report_completion|courseusers|User summary for course -|Resumen del usuario para el curso -|课程用户总结 -|$string['courseusers'] = 'Resumen del usuario para el curso -';|$string['courseusers'] = '课程用户总结 -';
local_report_completion|datecompleted|Date completed|Fecha de finalización|完成日期|$string['datecompleted'] = 'Fecha de finalización';|$string['datecompleted'] = '完成日期';
local_report_completion|dateenrolled|Date enroled|Fecha de inscripción|入学日期|$string['dateenrolled'] = 'Fecha de inscripción';|$string['dateenrolled'] = '入学日期';
local_report_completion|datestarted|Date started|Fecha de inicio|开始日期|$string['datestarted'] = 'Fecha de inicio';|$string['datestarted'] = '开始日期';
local_report_completion|department|Department|Departamento|部门|$string['department'] = 'Departamento';|$string['department'] = '部门';
local_report_completion|downloadcsv|Download as CSV file|Descargar como archivo CSV|下载为 CSV 文件|$string['downloadcsv'] = 'Descargar como archivo CSV';|$string['downloadcsv'] = '下载为 CSV 文件';
local_report_completion|email|Email address|Dirección de correo electrónico|电子邮件|$string['email'] = 'Dirección de correo electrónico';|$string['email'] = '电子邮件';
local_report_completion|enrolled|Enrolled|matriculado|已注册|$string['enrolled'] = 'matriculado';|$string['enrolled'] = '已注册';
local_report_completion|error|Error finding custom profile field for company|Error al encontrar el campo de perfil personalizado para la empresa.|查找公司自定义配置文件字段时出错|$string['error'] = 'Error al encontrar el campo de perfil personalizado para la empresa.';|$string['error'] = '查找公司自定义配置文件字段时出错';
local_report_completion|finalscore|Final score|Resultado final|最终得分|$string['finalscore'] = 'Resultado final';|$string['finalscore'] = '最终得分';
local_report_completion|firstname|Firstname|Nombre de pila|名|$string['firstname'] = 'Nombre de pila';|$string['firstname'] = '名';
local_report_completion|hidehistoricusers|Remove historic results|Eliminar resultados históricos|移除历史结果|$string['hidehistoricusers'] = 'Eliminar resultados históricos';|$string['hidehistoricusers'] = '移除历史结果';
local_report_completion|hidepercentageusers|Total of company|Total de la empresa|公司总额|$string['hidepercentageusers'] = 'Total de la empresa';|$string['hidepercentageusers'] = '公司总额';
local_report_completion|hidesuspendedusers|Remove suspended users|Eliminar usuarios suspendidos|移除已暂停用户|$string['hidesuspendedusers'] = 'Eliminar usuarios suspendidos';|$string['hidesuspendedusers'] = '移除已暂停用户';
local_report_completion|historiccompletedusers|Historic completed|Histórico completado|历史性的完成|$string['historiccompletedusers'] = 'Histórico completado';|$string['historiccompletedusers'] = '历史性的完成';
local_report_completion|historicusers|Include historic results|Incluir resultados históricos|包括历史结果|$string['historicusers'] = 'Incluir resultados históricos';|$string['historicusers'] = '包括历史结果';
local_report_completion|inprogress|In progress|En curso|进行中|$string['inprogress'] = 'En curso';|$string['inprogress'] = '进行中';
local_report_completion|inprogressusers|Still in progress|Todavía en progreso|仍在进行中|$string['inprogressusers'] = 'Todavía en progreso';|$string['inprogressusers'] = '仍在进行中';
local_report_completion|invalidcourse|Course ID passed is not valid for this company/department|El código de curso aprobado no es válido para esta empresa/departamento.|所提交的课程ID对该公司/部门无效。|$string['invalidcourse'] = 'El código de curso aprobado no es válido para esta empresa/departamento.';|$string['invalidcourse'] = '所提交的课程ID对该公司/部门无效。';
local_report_completion|iomad_completion:view|IOMAD completion report|Informe de finalización de IOMAD|IOMAD完成报告|$string['iomad_completion:view'] = 'Informe de finalización de IOMAD';|$string['iomad_completion:view'] = 'IOMAD完成报告';
local_report_completion|lastname|Lastname|Apellido|姓|$string['lastname'] = 'Apellido';|$string['lastname'] = '姓';
local_report_completion|mandatoryonly|Only show mandatory courses|Mostrar solo los cursos obligatorios|仅显示必修课程|$string['mandatoryonly'] = 'Mostrar solo los cursos obligatorios';|$string['mandatoryonly'] = '仅显示必修课程';
local_report_completion|name|Name|Nombre|姓名|$string['name'] = 'Nombre';|$string['name'] = '姓名';
local_report_completion|neverassigned|Never assigned|Nunca asignado|从未分配过|$string['neverassigned'] = 'Nunca asignado';|$string['neverassigned'] = '从未分配过';
local_report_completion|neverenrolled|Never enrolled|Nunca se matriculó|从未入学|$string['neverenrolled'] = 'Nunca se matriculó';|$string['neverenrolled'] = '从未入学';
local_report_completion|nodata|No report data|No hay datos de informe|无报告数据|$string['nodata'] = 'No hay datos de informe';|$string['nodata'] = '无报告数据';
local_report_completion|notapplicable|N/A|N / A|不适用|$string['notapplicable'] = 'N / A';|$string['notapplicable'] = '不适用';
local_report_completion|notstarted|Not started|No ha comenzado|未开始|$string['notstarted'] = 'No ha comenzado';|$string['notstarted'] = '未开始';
local_report_completion|notstartedusers|Not started|No ha comenzado|未开始|$string['notstartedusers'] = 'No ha comenzado';|$string['notstartedusers'] = '未开始';
local_report_completion|nousers|No users in this course|No hay usuarios en este curso.|本课程暂无用户|$string['nousers'] = 'No hay usuarios en este curso.';|$string['nousers'] = '本课程暂无用户';
local_report_completion|numusers|Number of users|Número de usuarios|用户数量|$string['numusers'] = 'Número de usuarios';|$string['numusers'] = '用户数量';
local_report_completion|participant|Participant|Partícipe|参与者|$string['participant'] = 'Partícipe';|$string['participant'] = '参与者';
local_report_completion|percent|% completed|% completado|％ 完全的|$string['percent'] = '% completado';|$string['percent'] = '％ 完全的';
local_report_completion|percentage|Percent complete|Porcentaje completado|完成百分比|$string['percentage'] = 'Porcentaje completado';|$string['percentage'] = '完成百分比';
local_report_completion|pluginname|Completion report by course|Informe de finalización por curso|课程完成报告|$string['pluginname'] = 'Informe de finalización por curso';|$string['pluginname'] = '课程完成报告';
local_report_completion|privacy:metadata|The 'Local IOMAD course completion report' only shows data stored in other locations.|El "Informe local de finalización del curso IOMAD" solo muestra datos almacenados en otras ubicaciones.|“本地 IOMAD 课程完成报告”仅显示存储在其他位置的数据。|$string['privacy:metadata'] = 'El "Informe local de finalización del curso IOMAD" solo muestra datos almacenados en otras ubicaciones.';|$string['privacy:metadata'] = '“本地 IOMAD 课程完成报告”仅显示存储在其他位置的数据。';
local_report_completion|remaining|Remaining|Restante|其余的|$string['remaining'] = 'Restante';|$string['remaining'] = '其余的';
local_report_completion|repcoursecompletion|Completion report by course|Informe de finalización por curso|课程完成报告|$string['repcoursecompletion'] = 'Informe de finalización por curso';|$string['repcoursecompletion'] = '课程完成报告';
local_report_completion|report_completion:view|View course IOMAD progress report|Ver el informe de progreso del curso IOMAD|查看IOMAD课程进度报告|$string['report_completion:view'] = 'Ver el informe de progreso del curso IOMAD';|$string['report_completion:view'] = '查看IOMAD课程进度报告';
local_report_completion|report_options|Report options|Opciones de informe|报告选项|$string['report_options'] = 'Opciones de informe';|$string['report_options'] = '报告选项';
local_report_completion|reportallusers|All department users|Todos los usuarios del departamento|所有部门用户|$string['reportallusers'] = 'Todos los usuarios del departamento';|$string['reportallusers'] = '所有部门用户';
local_report_completion|reportselect|Report filter|Filtro de informe|报告筛选器|$string['reportselect'] = 'Filtro de informe';|$string['reportselect'] = '报告筛选器';
local_report_completion|select|--select--|--seleccionar--| - 选择 - |$string['select'] = '--seleccionar--';|$string['select'] = ' - 选择 - ';
local_report_completion|showpercentageusers|Percentage of company|Porcentaje de la empresa|公司百分比|$string['showpercentageusers'] = 'Porcentaje de la empresa';|$string['showpercentageusers'] = '公司百分比';
local_report_completion|showsuspendedusers|Include suspended users|Incluir usuarios suspendidos|包括已暂停用户|$string['showsuspendedusers'] = 'Incluir usuarios suspendidos';|$string['showsuspendedusers'] = '包括已暂停用户';
local_report_completion|started|Started|Comenzó|开始|$string['started'] = 'Comenzó';|$string['started'] = '开始';
local_report_completion|status|Status|Estado|地位|$string['status'] = 'Estado';|$string['status'] = '地位';
local_report_completion|summarychart|Draw summary chart for all courses|Dibujar un cuadro resumen para todos los cursos.|绘制所有课程的汇总图表|$string['summarychart'] = 'Dibujar un cuadro resumen para todos los cursos.';|$string['summarychart'] = '绘制所有课程的汇总图表';
local_report_completion|timecompleted|Date completed|Fecha de finalización|完成日期|$string['timecompleted'] = 'Fecha de finalización';|$string['timecompleted'] = '完成日期';
local_report_completion|timecreated|Date created|Fecha de creación|创建日期|$string['timecreated'] = 'Fecha de creación';|$string['timecreated'] = '创建日期';
local_report_completion|timeenrolled|Date enroled|Fecha de inscripción|入学日期|$string['timeenrolled'] = 'Fecha de inscripción';|$string['timeenrolled'] = '入学日期';
local_report_completion|timeexpires|Valid until|Válido hasta|有效期至|$string['timeexpires'] = 'Válido hasta';|$string['timeexpires'] = '有效期至';
local_report_completion|timestarted|Date started|Fecha de inicio|开始日期|$string['timestarted'] = 'Fecha de inicio';|$string['timestarted'] = '开始日期';
local_report_completion|trackedcount|Number of tracked resources/activities:|Número de recursos/actividades rastreados:|已跟踪的资源/活动数量：|$string['trackedcount'] = 'Número de recursos/actividades rastreados:';|$string['trackedcount'] = '已跟踪的资源/活动数量：';
local_report_completion|unused|Inactive|Inactivo|非活跃状态|$string['unused'] = 'Inactivo';|$string['unused'] = '非活跃状态';
local_report_completion|used|Active|Activo|积极的|$string['used'] = 'Activo';|$string['used'] = '积极的';
local_report_completion|user_options|User options|Opciones de usuario|用户选项|$string['user_options'] = 'Opciones de usuario';|$string['user_options'] = '用户选项';
local_report_completion|userlink|Display users|Mostrar usuarios|显示用户|$string['userlink'] = 'Mostrar usuarios';|$string['userlink'] = '显示用户';
local_report_completion|userrecordnotfound|The user record was not found|No se encontró el registro del usuario.|未找到用户记录。|$string['userrecordnotfound'] = 'No se encontró el registro del usuario.';|$string['userrecordnotfound'] = '未找到用户记录。';
local_report_completion|usersummary|Course summary|Resumen del curso|课程总结|$string['usersummary'] = 'Resumen del curso';|$string['usersummary'] = '课程总结';
local_report_completion_monthly|blocktitle|Completion report by month|Informe de finalización por mes|按月完成报告|$string['blocktitle'] = 'Informe de finalización por mes';|$string['blocktitle'] = '按月完成报告';
local_report_completion_monthly|numtotal|Total completions|Completaciones totales|总完成量|$string['numtotal'] = 'Completaciones totales';|$string['numtotal'] = '总完成量';
local_report_completion_monthly|pluginname|Completion report by month|Informe de finalización por mes|按月完成报告|$string['pluginname'] = 'Informe de finalización por mes';|$string['pluginname'] = '按月完成报告';
local_report_completion_monthly|privacy:metadata|The 'Local Completion report by month report' only shows data stored in other locations.|El informe "Informe de finalización local por mes" solo muestra datos almacenados en otras ubicaciones.|“按月本地完成情况报告”仅显示存储在其他位置的数据。|$string['privacy:metadata'] = 'El informe "Informe de finalización local por mes" solo muestra datos almacenados en otras ubicaciones.';|$string['privacy:metadata'] = '“按月本地完成情况报告”仅显示存储在其他位置的数据。';
local_report_completion_monthly|report_completion_monthly:view|View the 'Completion report by month' report|Consulte el informe "Informe de finalización por mes".|查看“按月完成情况报告”|$string['report_completion_monthly:view'] = 'Consulte el informe "Informe de finalización por mes".';|$string['report_completion_monthly:view'] = '查看“按月完成情况报告”';
local_report_completion_monthly|report_completion_monthly_title|Completion report by month|Informe de finalización por mes|按月完成报告|$string['report_completion_monthly_title'] = 'Informe de finalización por mes';|$string['report_completion_monthly_title'] = '按月完成报告';
local_report_completion_monthly|repuserlicallocation|Completion report by month|Informe de finalización por mes|按月完成报告|$string['repuserlicallocation'] = 'Informe de finalización por mes';|$string['repuserlicallocation'] = '按月完成报告';
local_report_completion_monthly|totalallocate|Number of completions|Número de finalizaciones|完成次数|$string['totalallocate'] = 'Número de finalizaciones';|$string['totalallocate'] = '完成次数';
local_report_completion_overview|bycourses|View by course|Ver por curso|按课程查看|$string['bycourses'] = 'Ver por curso';|$string['bycourses'] = '按课程查看';
local_report_completion_overview|byusers|View by user|Ver por usuario|用户查看|$string['byusers'] = 'Ver por usuario';|$string['byusers'] = '用户查看';
local_report_completion_overview|coursecompletion|{$a} completion|{$a} finalización|{$a} 完成|$string['coursecompletion'] = '{$a} finalización';|$string['coursecompletion'] = '{$a} 完成';
local_report_completion_overview|courseexpiry|{$a} expiry|{$a} vencimiento|{$a} 到期|$string['courseexpiry'] = '{$a} vencimiento';|$string['courseexpiry'] = '{$a} 到期';
local_report_completion_overview|coursestatus|{$a} status|{$a} estado|{$a} 状态|$string['coursestatus'] = '{$a} estado';|$string['coursestatus'] = '{$a} 状态';
local_report_completion_overview|coursesummary|Enroled: {$a->enrolled} \n Started: {$a->timestarted} \n Completed: {$a->timecompleted} \n Expires: {$a->timeexpires} \n Grade: {$a->finalscore}|Inscrito: {$a->enrolled} \n Iniciado: {$a->timestarted} \n Completado: {$a->timecompleted} \n Caduca: {$a->timeexpires} \n Calificación: {$a->finalscore}|已注册：{$a->enrolled} \n 开始时间：{$a->timestarted} \n 完成时间：{$a->timecompleted} \n 到期时间：{$a->timeexpires} \n 成绩：{$a->finalscore}|$string['coursesummary'] = 'Inscrito: {$a->enrolled} \n Iniciado: {$a->timestarted} \n Completado: {$a->timecompleted} \n Caduca: {$a->timeexpires} \n Calificación: {$a->finalscore}';|$string['coursesummary'] = '已注册：{$a->enrolled} \n 开始时间：{$a->timestarted} \n 完成时间：{$a->timecompleted} \n 到期时间：{$a->timeexpires} \n 成绩：{$a->finalscore}';
local_report_completion_overview|coursesummary_expired|Enrolled: {$a->enrolled} \n Started: {$a->timestarted} \n Expired: {$a->timeexpires} \n Grade: {$a->finalscore}|Inscrito: {$a->enrolled} \n Iniciado: {$a->timestarted} \n Caducado: {$a->timeexpires} \n Calificación: {$a->finalscore}|已注册：{$a->enrolled} \n 开始时间：{$a->timestarted} \n 过期时间：{$a->timeexpires} \n 成绩：{$a->finalscore}|$string['coursesummary_expired'] = 'Inscrito: {$a->enrolled} \n Iniciado: {$a->timestarted} \n Caducado: {$a->timeexpires} \n Calificación: {$a->finalscore}';|$string['coursesummary_expired'] = '已注册：{$a->enrolled} \n 开始时间：{$a->timestarted} \n 过期时间：{$a->timeexpires} \n 成绩：{$a->finalscore}';
local_report_completion_overview|coursesummary_extra_indate|Enrolled: {$a->enrolled} \n Started: {$a->timestarted} \n Completed: {$a->timecompleted} \n Expires: {$a->timeexpires} \n Grade: {$a->finalscore} \n Previously completed: {$a->lastcompleted} \n Expires: {$a->timeexpired}|Inscrito: {$a->enrolled} \n Iniciado: {$a->timestarted} \n Completado: {$a->timecompleted} \n Caduca: {$a->timeexpires} \n Calificación: {$a->finalscore} \n Completado anteriormente: {$a->lastcompleted} \n Caduca: {$a->timeexpired}|已注册：{$a->enrolled} \n 开始时间：{$a->timestarted} \n 完成时间：{$a->timecompleted} \n 到期时间：{$a->timeexpires} \n 成绩：{$a->finalscore} \n 上次完成时间：{$a->lastcompleted} \n 到期时间：{$a->timeexpired}|$string['coursesummary_extra_indate'] = 'Inscrito: {$a->enrolled} \n Iniciado: {$a->timestarted} \n Completado: {$a->timecompleted} \n Caduca: {$a->timeexpires} \n Calificación: {$a->finalscore} \n Completado anteriormente: {$a->lastcompleted} \n Caduca: {$a->timeexpired}';|$string['coursesummary_extra_indate'] = '已注册：{$a->enrolled} \n 开始时间：{$a->timestarted} \n 完成时间：{$a->timecompleted} \n 到期时间：{$a->timeexpires} \n 成绩：{$a->finalscore} \n 上次完成时间：{$a->lastcompleted} \n 到期时间：{$a->timeexpired}';
local_report_completion_overview|coursesummary_extra_outdate|Enrolled: {$a->enrolled} \n Started: {$a->timestarted} \n Completed: {$a->timecompleted} \n Expires: {$a->timeexpires} \n Grade: {$a->finalscore} \n Previously completed: {$a->lastcompleted} \n Expired: {$a->timeexpired}|Inscrito: {$a->enrolled} \n Iniciado: {$a->timestarted} \n Completado: {$a->timecompleted} \n Caduca: {$a->timeexpires} \n Calificación: {$a->finalscore} \n Completado anteriormente: {$a->lastcompleted} \n Caduca: {$a->timeexpired}|已注册：{$a->enrolled} \n 开始时间：{$a->timestarted} \n 完成时间：{$a->timecompleted} \n 到期时间：{$a->timeexpires} \n 成绩：{$a->finalscore} \n 上次完成时间：{$a->lastcompleted} \n 到期时间：{$a->timeexpired}|$string['coursesummary_extra_outdate'] = 'Inscrito: {$a->enrolled} \n Iniciado: {$a->timestarted} \n Completado: {$a->timecompleted} \n Caduca: {$a->timeexpires} \n Calificación: {$a->finalscore} \n Completado anteriormente: {$a->lastcompleted} \n Caduca: {$a->timeexpired}';|$string['coursesummary_extra_outdate'] = '已注册：{$a->enrolled} \n 开始时间：{$a->timestarted} \n 完成时间：{$a->timecompleted} \n 到期时间：{$a->timeexpires} \n 成绩：{$a->finalscore} \n 上次完成时间：{$a->lastcompleted} \n 到期时间：{$a->timeexpired}';
